"","vtitle","vpoint","vreview"
"1625","PMC: 더 벙커","8","담배회사들이 이영화를 싫어합니다."
"1626","미나리","8","잊지 말아야 할 이야기"
"1627","극장판 귀멸의 칼날: 무한열차편","2","스토리 거지 같내거지 같다고 10자나  쓸  여유가 없다"
"1628","세자매","8","척박한 땅에 강건한 뿌리를 내리기까지, 나를 버티게 한 건 가족."
"1629","그랜드파더","10","긴박한 스토리 전개. 재미있어요."
"1630","미나리","1","꼭 이영화 감독 기억하겟슴"
"1631","미나리","7","12.11.18.한국에서는 씨알도 안 먹힐 영화."
"1632","미나리","10","대박잼 몰입도장난아니고 애니1기의 끝판이야기"
"1633","미나리","10","나도 그랬는데...."
"1634","극장판 귀멸의 칼날: 무한열차편","10","Ocn에서 하길래 별생각없이 봤는데 재밌네ㅋㅋㅋ별거없는데 왜 웃긴지 ㅋㅋㅋ"
"1635","PMC: 더 벙커","10","5권짜리를 2시간으로 압축하느라 그런지 아쉬운 부분도 많이 있지만, 절대 6점대 짜리 영화는 아니라서 10점 주고감"
"1636","미나리","10",""
"1637","극장판 귀멸의 칼날: 무한열차편","2","니콜라스 케이지가 총 6주 촬영중 딱 3일만 나오고도, 총 제작비 5백50만 달라 중 5백만 달라를 가져갔다는 전설의 영화 ㄷㄷㄷ"
"1638","세자매","7","홍상수 영화인걸 감안하고도 재미는 없다.."
"1639","그랜드파더","10","타란티노 좋아하시는 분들 취향저격 그밖의 분들도 만족하실 의외의 수작"
"1640","미나리","10","마도카호무라ㅠㅠㅠㅠ 사랑해~"
"1641","미나리","2","한마디로 호구의 사랑 국민호구드라마"
"1642","미나리","10","교훈을 주는 소중한 영화 넘넘재밌어요 제 최애 애니메이션중 하나"
"1643","미나리","10",""
"1644","극장판 귀멸의 칼날: 무한열차편","2","그냥 쓰레기네 이걸 누가 돈주고보냐"
"1645","PMC: 더 벙커","10","누가 알았을까 진짜 영화같은 세상이 될지"
"1646","미나리","10",""
"1647","극장판 귀멸의 칼날: 무한열차편","10","즐거움을 예약한 순간이 어쩌면 가장 절정의 순간"
"1648","세자매","10",""
"1649","그랜드파더","2","좀비 영화를 가장한 레이싱 무비 + 욕나오는 신파"
"1650","미나리","1","왜 남의 시간을 뺐어 그냥 팬미팅에서나 틀지 너네끼리 팬카페에서 댓글이나 달 영상인데 차라리 수호 잘생겼다고 댓글 달아라 양심없냐"
"1651","미나리","10","내가 본 애니중에 역대급이다 넘 재미씀"
"1652","미나리","8","계기는 평범하고 과정은 언제나 이질감과 호기심을 불러일으키지"
"1653","미나리","8",""
"1654","극장판 귀멸의 칼날: 무한열차편","9","데이빗이 그 어떤 것보다 값진 뜀걸음을 내딛을 때, 내 마음도 쿵쿵 뛰었다"
"1655","PMC: 더 벙커","10","개봉첫날 보고왔어요.잔잔한감동이 있는 영화였고요.배우분들의 연기력또한 최고였습니다.마지막 엔딩이 좀 아쉽긴하지만,여운이 오래가는 좋은작품이었습니다."
"1656","미나리","10","그리운 사람이 보고싶운 영화"
"1657","극장판 귀멸의 칼날: 무한열차편","10","재밌어용...."
"1658","세자매","1","남자배우 머리 때문에 집중안됨"
"1659","그랜드파더","4","별 기대 안 했는데도 기대 이하.. 밀라랑 토니 액션 잘 하는 건 우리도 다 아는데 너무 그것만 나온 느낌? 몬스터는 언제 잡으러 가나 싶었는데 몬스터 잡는 시간보다 둘이 투닥대는 게 더 길게 나옴 ㅋㅋㅋㅋ 슬액 초고출력, 불속성 몬스터에 불속성 무기, 사라진 억척&쾌활&빻빻이의 분량, 게임브금 어레인지가 없는 점 등 아쉬운 부분을 꼽자면 한도 끝도 없지만 몬스터 잘 뽑힌 거 이거 하난 만족함 (+리오레우스는 라탈로스라고 안 한 것도)"
"1660","미나리","1","계춘할망보다 못한 미쿡영화"
"1661","미나리","10","이젠 시간여행을 하지않는다.내가 이날을 위해 시간 여행을 한 것처럼살아간다 이렇게 말했을때 나에게 말하는 것 같았습니다나는 시간 여행을 할수없으니 하루하루 소중히특별한 날인 것처럼  살아가라고..되는게 없고 정말 하루하루 의미 없이 살아가고 있었는데 비어있던 마음에 조금이나마 무언가 채워지는 것 같았습니다. 처음 본 영화도 아닌 2번 본 영화인데 처음 볼때와는 다른 감정으로 보니 새롭고 더 아름답다 느꼈습니다 감사합니다."
"1662","미나리","1","주인공이 옥동자임 ? 주인공이 옥동자임 ?"
"1663","미나리","10","이 영화자체가 미나리같다. 그리고 이 영화에 나오는 인물들도 미나리같다. 특별하고 화려하진 않지만 강인하고  자꾸 머릿속에 이 가족의 현재와 미래가 궁금해지고 응원하게 된다.그들의 모습속에서 가장으로써의 모습, 어머니의 모습, 할머니와의 추억....한국인에게 더 특별하게 와닿는 요소들이 이 영화에는 많다.그리고  우리 주변의 나의 가족과 나의 주변과 나의 모습을 떠올리게 된다. 그것이 휴머니티가 결여되어 가는 이 시기에 이 영화가 주는 특별한 힘이다..."
"1664","극장판 귀멸의 칼날: 무한열차편","1","2% 아쉽네요  전화통화만 몇 개 줄였어도 이렇게까지 짜증은 안 났을텐데... 신경을 너무 긁어놓으면서 쉬어가는 타이밍이 너무 짧으니 고구마 100개를 그냥 스트레이트로 목구멍에 쑤셔놓고 밀어넣어버리는 것같네요"
"1665","PMC: 더 벙커","10","보이지 않는것이 더 무서운 법!   명심해라 나의 스트롱보이~~~"
"1666","미나리","8","재미있었다 .... 결말에 케이트압튼 이상한 할아버지랑 보내버리기 전까진"
"1667","극장판 귀멸의 칼날: 무한열차편","10","진짜 최고의 영화 잘만들었다"
"1668","세자매","10","재밌어요 좋은 영화네요"
"1669","그랜드파더","8","현실감 돋는 상황 연출과 연기력에 그저 감탄...수상을 못 했더라도 충분히 수작으로서의 자격이 있었을 듯. 재미로 보는 영화는 아님에 유의"
"1670","미나리","8","스승자리가 얼마나 중요한가 알게 되는, 그래도 타고난 천부적 재능이 있기에  가능하고 그능력은 부럽다 극적인 재미를 더하기 위해 픽션 30%라던데, 재능과 노력이있기에 오늘날도 가능했을 거라믿습니다앞으로 더 도약하여 실력 맘껏 보여주고 자랑할 수 있길 바랍니다"
"1671","미나리","10","이야 정말 몰입해서 봤네 ㅋ"
"1672","미나리","10","진짜 오랜만에 영화관에서 본 영화였음확실히 잔잔하면서 인물들의 감정선을 따라가고 그 관계의 변화를 느끼면서 봐서 너무 좋았지만 호불호가 확실히 있을 영화임. 감독이 말하고자 하는 내용이 대사하나하나에 담겨져있고 나오는 모든 것들에 담겨있는데 그것들이 나에게 어떻게 다가오는지 생각하게 해주는 영화여서 너무 좋았음. 중간중간에 있는 코믹요소도 매우 적절했음. 그러나 대부분의 영화들이 가지고 있는 흐름이나 내용이 아니라서 끝나고 너무 허무해서 싫어할 사람들이 분명히 있을듯. 스릴러나 액션, 기승전결이 뚜렷한 스토리를 좋아하는분들에게는 어필하기 힘든 영화일듯"
"1673","미나리","9","우리가 각자 무엇을 위해 살아가든 우리는 가족 안에 있다."
"1674","극장판 귀멸의 칼날: 무한열차편","10",""
"1675","PMC: 더 벙커","10","다시 보면 볼수록 스토리가 깊은 영화"
"1676","미나리","10","솔직히 이야기 할게요.저는 이 영화  정말 재밌게 봤습니다.어울리지 않을 것 같지만 어울리는 연기들 그리고 박상면씨의 바보연기 제일 좋았던건 2002년에 정말 딱 시간 여행한 것 처럼 그때 그 모습들이 보여서 좋았습니다. 연기가 진지하면 코믹이 무너지니 적절하게 어색한 자연스러움도 좋았습니다. 2002년 야인시대와 겹치면서 만들어진 영화라서 느낌이 더 좋은 것 같아요. 잊지못해서 찾은 영화인데 평점이 낮아서 아쉽기는 한데 별점 1점 준 분들은 대단한것도 없으면서 도리어 본인들 평가 당해보면 아무말도 못할텐데 참 웃기네요. 가소롭다,"
"1677","극장판 귀멸의 칼날: 무한열차편","10","개봉을 기다렸던 영화. 잘봤습니다."
"1678","세자매","10","사랑은 타이밍이란 말이 딱인 영화.. 아무리 좋은 사람도 만나야 하는 타이밍에 만나야 이뤄지는 거 같다..."
"1679","그랜드파더","8","심심하면틀어놓는탐정시리즈!시리즈더나왔으면ㅠㅠ"
"1680","미나리","1","아 괜히 봤다 안본 눈 삽니다"
"1681","미나리","10","2번봐도 2번움.. 알고 있는 장면인데도 막 소름돋고 그럽니다 진짜 애니계에 10000획은 그은 정도에 영화라고 생각함"
"1682","미나리","10","개인적으로 존윅시리즈보다 재밌게 봄"
"1683","미나리","10","웃긴 포인트도 있고 영어공부하기 좋아서 추천해여"
"1684","극장판 귀멸의 칼날: 무한열차편","8",""
"1685","PMC: 더 벙커","10",""
"1686","미나리","2","이게 영화냐?옛날 톰과제리만도 못한듯 하다.케릭터와 배우와의 이질감도 상당함."
"1687","극장판 귀멸의 칼날: 무한열차편","8",""
"1688","세자매","9","배우들 연기만으로도 최고였어요"
"1689","그랜드파더","10","살면서 단 한번이라도 포레스트처럼 행동하고 사랑할 수 있다면"
"1690","미나리","8","봄날과 잘 어울리는 영화  단조롭고 평범하지만 소소한 재미가 있는 영화임"
"1691","미나리","8","'나는 짐승을 죽였을 뿐이다.' 당신을 위해?  잘 만난 두 배우"
"1692","미나리","10",""
"1693","미나리","10","다음이 기대된다. 2기 빨리 나왔으면..."
"1694","극장판 귀멸의 칼날: 무한열차편","8","연출자는 분명 가슴이 따뜻한 사람일 것 같다..자식이 못하는걸 손자손녀가 외할머니에게 한다..그렇게 우리 인생은 계속 이어진다.."
"1695","PMC: 더 벙커","10","연기,연출 좋은영화입니다"
"1696","미나리","10","렌고쿠.. 당신은 최고야...."
"1697","극장판 귀멸의 칼날: 무한열차편","10","내 인생에 10점짜리 영화는 없을줄 알았다."
"1698","세자매","10","둘이 캐미도 좋고 액션코미디라 취향저격이였어용ㅎㅎ그리고 여친이랑 봐서 더 좋았어용"
"1699","그랜드파더","4","넥플리스 보다가 영화는 더 괜찮겠지하고 기대하면 안됨... 딱 티브용"
"1700","미나리","8","이토록 주인공의 몰락을 애타게 기원하며 영화에 몰입했던 적이 있었나?"
"1701","미나리","9","가족애를 은혜롭게 느끼도록하는 잔잔함"
"1702","미나리","10","현실적이고 노르웨이 평범한 사람들의 애국심을 느끼게 하는 감명 깊은 영화네요"
"1703","미나리","8","시간금방가네요 손수건 준비하셈ㅠ"
"1704","극장판 귀멸의 칼날: 무한열차편","8","사랑이 커질수록 불안함을 느껴본 이라면"
"1705","PMC: 더 벙커","7","초반의 흥미진진함이 후반까지 이어지지 못함"
"1706","미나리","8","튀지 않고 조용 하지만 삶이 녹아 있는 그런 영화였어요"
"1707","극장판 귀멸의 칼날: 무한열차편","10","이걸 영화관에서 봤어야 했는데 넷플에서 오늘 봤네 제길 ㅠ"
"1708","세자매","10",""
"1709","그랜드파더","2","재미없었어요 너무 기대가 컸나봐요기대감 완전히 내려놓고 나는 시간 많다 하시는분들만 보세요"
"1710","미나리","10","영화가 미쳤다.40평생 영화보면서 이런 영화다운영화보긴 난생 처음이다.너무 충격적이고 신선하고현실적이다. 정말 미쳤다."
"1711","미나리","10","오늘 친구 휴가 복귀하루전에 놀아주는거 포기하고 영화봤는데 전혀 후회하지않았습니다."
"1712","미나리","8","공포인줄알았더니 미스터리구나내용보면 가슴아픈이야기다..아이들에게 잘하자ㅜ"
"1713","미나리","9","첫눈에 반하는사랑 한번 해보고 싶다!"
"1714","극장판 귀멸의 칼날: 무한열차편","7","킬링타임 용으로는 괜찮아요 기대 전혀 없이 보면 괜찮습니다! 약간 억지로 웃기는 느낌이 있기는 하지만,, 괜찮았어요마지막에 쿠키영상이 제일 웃겼어료오"
"1715","PMC: 더 벙커","8","다큐 형식의 영화처럼 잔잔하네요"
"1716","미나리","10",""
"1717","극장판 귀멸의 칼날: 무한열차편","1","남자친구 있는데 처음 본 남자랑 원나잇이라ㅋㅋㅋ어이가 없다"
"1718","세자매","10","“아름답고 보편적이다”라는 봉준호 감독님의 말이 와닿는 영화"
"1719","그랜드파더","10","엔딩크레딧 다 보고 영화관 나와서 지하철 타고 오는 내내 먹먹했습니다. 일어날수가 없었어요. 훌쩍훌쩍 우는 사람은 없었지만 눈가를 닦는 사람은 봤습니다. 딱 그렇게 됩니다. 한 사람의 꿈과 좌절과 다시 일어서는 모습이 완벽한 방식으로 표현되었네요. 제 과거가 화면에 오버랩되어서 더 눈물이 났던거 같아요. 윤여정씨도 계속 생각나고 인상깊은 장면이 많습니다. 여운이 많이 남아요."
"1720","미나리","10","이런 나쁜 놈들 이 자식들은 벌을 받아야 해"
"1721","미나리","9",""
"1722","미나리","10",""
"1723","미나리","10","굿~~~^^   이소백  시리즈  다  좋아해요"
"1724","극장판 귀멸의 칼날: 무한열차편","10","아아 너무 좋다아 꼭 열자 써야하나"
